"Numero_observation";"Placette";"Espece";"Nombre_individus";"Environnement";"Humidite_sol";"Difficulte_enfoncer_crayon";"Temperature";"Code_postal";"Departement";"Longitude";"Latitude"
94994;"3";"Epigé";0;"Rural";"sec";"facile";16;"62130";"62";2,3446;50,3861
95002;"1";"Anécique tête noire";5;"Urbain";"humide";"peu_difficile";10;"92700";"92";2,25208;48,9257
95002;"1";"Anécique tête rouge";4;"Urbain";"humide";"peu_difficile";10;"92700";"92";2,25208;48,9257
95002;"1";"Endogé";3;"Urbain";"humide";"peu_difficile";10;"92700";"92";2,25208;48,9257
95002;"1";"Epigé";4;"Urbain";"humide";"peu_difficile";10;"92700";"92";2,25208;48,9257
95002;"2";"Anécique tête noire";12;"Urbain";"humide";"peu_difficile";10;"92700";"92";2,25208;48,9257
95002;"2";"Anécique tête rouge";5;"Urbain";"humide";"peu_difficile";10;"92700";"92";2,25208;48,9257
95002;"2";"Endogé";7;"Urbain";"humide";"peu_difficile";10;"92700";"92";2,25208;48,9257
95002;"2";"Epigé";10;"Urbain";"humide";"peu_difficile";10;"92700";"92";2,25208;48,9257
95002;"3";"Anécique tête noire";8;"Urbain";"humide";"peu_difficile";10;"92700";"92";2,25208;48,9257
95002;"3";"Anécique tête rouge";5;"Urbain";"humide";"peu_difficile";10;"92700";"92";2,25208;48,9257
95002;"3";"Endogé";13;"Urbain";"humide";"peu_difficile";10;"92700";"92";2,25208;48,9257
95002;"3";"Epigé";0;"Urbain";"humide";"peu_difficile";10;"92700";"92";2,25208;48,9257
95083;"1";"Anécique tête noire";0;"Urbain";"sec";"peu_difficile";13;"92000";"92";2,2;48,9
95083;"1";"Anécique tête rouge";0;"Urbain";"sec";"peu_difficile";13;"92000";"92";2,2;48,9
95083;"1";"Endogé";0;"Urbain";"sec";"peu_difficile";13;"92000";"92";2,2;48,9
95083;"1";"Epigé";2;"Urbain";"sec";"peu_difficile";13;"92000";"92";2,2;48,9
95083;"2";"Anécique tête noire";0;"Urbain";"sec";"peu_difficile";13;"92000";"92";2,2;48,9
95083;"2";"Anécique tête rouge";0;"Urbain";"sec";"peu_difficile";13;"92000";"92";2,2;48,9
95083;"2";"Endogé";0;"Urbain";"sec";"peu_difficile";13;"92000";"92";2,2;48,9
95083;"2";"Epigé";0;"Urbain";"sec";"peu_difficile";13;"92000";"92";2,2;48,9
95083;"3";"Anécique tête noire";0;"Urbain";"sec";"peu_difficile";13;"92000";"92";2,2;48,9
95083;"3";"Anécique tête rouge";0;"Urbain";"sec";"peu_difficile";13;"92000";"92";2,2;48,9
95083;"3";"Endogé";0;"Urbain";"sec";"peu_difficile";13;"92000";"92";2,2;48,9
95083;"3";"Epigé";0;"Urbain";"sec";"peu_difficile";13;"92000";"92";2,2;48,9
95085;"1";"Anécique tête noire";9;"Péri-urbain";"sec";"difficile";10;"92000";"92";2,20873;48,8772
95085;"1";"Anécique tête rouge";10;"Péri-urbain";"sec";"difficile";10;"92000";"92";2,20873;48,8772
95085;"1";"Endogé";6;"Péri-urbain";"sec";"difficile";10;"92000";"92";2,20873;48,8772
95085;"1";"Epigé";57;"Péri-urbain";"sec";"difficile";10;"92000";"92";2,20873;48,8772
95085;"2";"Anécique tête noire";0;"Péri-urbain";"sec";"difficile";10;"92000";"92";2,20873;48,8772
95085;"2";"Anécique tête rouge";0;"Péri-urbain";"sec";"difficile";10;"92000";"92";2,20873;48,8772
95085;"2";"Endogé";0;"Péri-urbain";"sec";"difficile";10;"92000";"92";2,20873;48,8772
95085;"2";"Epigé";0;"Péri-urbain";"sec";"difficile";10;"92000";"92";2,20873;48,8772
95085;"3";"Anécique tête noire";0;"Péri-urbain";"sec";"difficile";10;"92000";"92";2,20873;48,8772
95085;"3";"Anécique tête rouge";0;"Péri-urbain";"sec";"difficile";10;"92000";"92";2,20873;48,8772
95085;"3";"Endogé";0;"Péri-urbain";"sec";"difficile";10;"92000";"92";2,20873;48,8772
95085;"3";"Epigé";0;"Péri-urbain";"sec";"difficile";10;"92000";"92";2,20873;48,8772
95208;"1";"Anécique tête noire";0;"Péri-urbain";"humide";"facile";1;"62130";"62";2,34427;50,3852
95208;"1";"Anécique tête rouge";5;"Péri-urbain";"humide";"facile";1;"62130";"62";2,34427;50,3852
95208;"1";"Endogé";5;"Péri-urbain";"humide";"facile";1;"62130";"62";2,34427;50,3852
95208;"1";"Epigé";3;"Péri-urbain";"humide";"facile";1;"62130";"62";2,34427;50,3852
95208;"2";"Anécique tête noire";0;"Péri-urbain";"humide";"facile";1;"62130";"62";2,34427;50,3852
95208;"2";"Anécique tête rouge";4;"Péri-urbain";"humide";"facile";1;"62130";"62";2,34427;50,3852
95208;"2";"Endogé";1;"Péri-urbain";"humide";"facile";1;"62130";"62";2,34427;50,3852
95208;"2";"Epigé";0;"Péri-urbain";"humide";"facile";1;"62130";"62";2,34427;50,3852
95208;"3";"Anécique tête noire";0;"Péri-urbain";"humide";"facile";1;"62130";"62";2,34427;50,3852
95208;"3";"Anécique tête rouge";0;"Péri-urbain";"humide";"facile";1;"62130";"62";2,34427;50,3852
95208;"3";"Endogé";1;"Péri-urbain";"humide";"facile";1;"62130";"62";2,34427;50,3852
95208;"3";"Epigé";0;"Péri-urbain";"humide";"facile";1;"62130";"62";2,34427;50,3852
95251;"1";"Anécique tête noire";6;"Urbain";"humide";"facile";12;"75007";"75";2,3158;48,8533
95251;"1";"Anécique tête rouge";7;"Urbain";"humide";"facile";12;"75007";"75";2,3158;48,8533
95251;"1";"Endogé";13;"Urbain";"humide";"facile";12;"75007";"75";2,3158;48,8533
95251;"1";"Epigé";15;"Urbain";"humide";"facile";12;"75007";"75";2,3158;48,8533
95251;"2";"Anécique tête noire";0;"Urbain";"humide";"facile";12;"75007";"75";2,3158;48,8533
95251;"2";"Anécique tête rouge";0;"Urbain";"humide";"facile";12;"75007";"75";2,3158;48,8533
95251;"2";"Endogé";0;"Urbain";"humide";"facile";12;"75007";"75";2,3158;48,8533
95251;"2";"Epigé";0;"Urbain";"humide";"facile";12;"75007";"75";2,3158;48,8533
95251;"3";"Anécique tête noire";0;"Urbain";"humide";"facile";12;"75007";"75";2,3158;48,8533
95251;"3";"Anécique tête rouge";0;"Urbain";"humide";"facile";12;"75007";"75";2,3158;48,8533
95251;"3";"Endogé";0;"Urbain";"humide";"facile";12;"75007";"75";2,3158;48,8533
95251;"3";"Epigé";0;"Urbain";"humide";"facile";12;"75007";"75";2,3158;48,8533
95252;"1";"Anécique tête noire";11;"Urbain";"humide";"facile";12;"75007";"75";2,3158;48,8533
95252;"1";"Anécique tête rouge";15;"Urbain";"humide";"facile";12;"75007";"75";2,3158;48,8533
95252;"1";"Endogé";23;"Urbain";"humide";"facile";12;"75007";"75";2,3158;48,8533
95252;"1";"Epigé";24;"Urbain";"humide";"facile";12;"75007";"75";2,3158;48,8533
95252;"2";"Anécique tête noire";0;"Urbain";"humide";"facile";12;"75007";"75";2,3158;48,8533
95252;"2";"Anécique tête rouge";0;"Urbain";"humide";"facile";12;"75007";"75";2,3158;48,8533
95252;"2";"Endogé";0;"Urbain";"humide";"facile";12;"75007";"75";2,3158;48,8533
95252;"2";"Epigé";0;"Urbain";"humide";"facile";12;"75007";"75";2,3158;48,8533
95252;"3";"Anécique tête noire";0;"Urbain";"humide";"facile";12;"75007";"75";2,3158;48,8533
95252;"3";"Anécique tête rouge";0;"Urbain";"humide";"facile";12;"75007";"75";2,3158;48,8533
95252;"3";"Endogé";0;"Urbain";"humide";"facile";12;"75007";"75";2,3158;48,8533
95252;"3";"Epigé";0;"Urbain";"humide";"facile";12;"75007";"75";2,3158;48,8533
95268;"1";"Anécique tête noire";3;"Urbain";"humide";"Donnees_manquantes";10;"75007";"75";2,3158;48,8533
95268;"1";"Anécique tête rouge";1;"Urbain";"humide";"Donnees_manquantes";10;"75007";"75";2,3158;48,8533
95268;"1";"Endogé";0;"Urbain";"humide";"Donnees_manquantes";10;"75007";"75";2,3158;48,8533
95268;"1";"Epigé";16;"Urbain";"humide";"Donnees_manquantes";10;"75007";"75";2,3158;48,8533
95268;"2";"Anécique tête noire";0;"Urbain";"humide";"Donnees_manquantes";10;"75007";"75";2,3158;48,8533
95268;"2";"Anécique tête rouge";0;"Urbain";"humide";"Donnees_manquantes";10;"75007";"75";2,3158;48,8533
95268;"2";"Endogé";0;"Urbain";"humide";"Donnees_manquantes";10;"75007";"75";2,3158;48,8533
95268;"2";"Epigé";0;"Urbain";"humide";"Donnees_manquantes";10;"75007";"75";2,3158;48,8533
95268;"3";"Anécique tête noire";0;"Urbain";"humide";"Donnees_manquantes";10;"75007";"75";2,3158;48,8533
95268;"3";"Anécique tête rouge";0;"Urbain";"humide";"Donnees_manquantes";10;"75007";"75";2,3158;48,8533
95268;"3";"Endogé";0;"Urbain";"humide";"Donnees_manquantes";10;"75007";"75";2,3158;48,8533
95268;"3";"Epigé";0;"Urbain";"humide";"Donnees_manquantes";10;"75007";"75";2,3158;48,8533
95336;"1";"Anécique tête noire";6;"Urbain";"Donnees_manquantes";"peu_difficile";NA;"32800";"32";0,096476;43,86
95336;"1";"Anécique tête rouge";4;"Urbain";"Donnees_manquantes";"peu_difficile";NA;"32800";"32";0,096476;43,86
95336;"1";"Endogé";2;"Urbain";"Donnees_manquantes";"peu_difficile";NA;"32800";"32";0,096476;43,86
95336;"1";"Epigé";1;"Urbain";"Donnees_manquantes";"peu_difficile";NA;"32800";"32";0,096476;43,86
95336;"2";"Anécique tête noire";0;"Urbain";"Donnees_manquantes";"peu_difficile";NA;"32800";"32";0,096476;43,86
95336;"2";"Anécique tête rouge";0;"Urbain";"Donnees_manquantes";"peu_difficile";NA;"32800";"32";0,096476;43,86
95336;"2";"Endogé";0;"Urbain";"Donnees_manquantes";"peu_difficile";NA;"32800";"32";0,096476;43,86
95336;"2";"Epigé";0;"Urbain";"Donnees_manquantes";"peu_difficile";NA;"32800";"32";0,096476;43,86
95336;"3";"Anécique tête noire";0;"Urbain";"Donnees_manquantes";"peu_difficile";NA;"32800";"32";0,096476;43,86
95336;"3";"Anécique tête rouge";0;"Urbain";"Donnees_manquantes";"peu_difficile";NA;"32800";"32";0,096476;43,86
95336;"3";"Endogé";0;"Urbain";"Donnees_manquantes";"peu_difficile";NA;"32800";"32";0,096476;43,86
95336;"3";"Epigé";0;"Urbain";"Donnees_manquantes";"peu_difficile";NA;"32800";"32";0,096476;43,86
95352;"1";"Anécique tête noire";4;"Urbain";"sec";"difficile";15;"78700";"78";2,09605;48,9987
95352;"1";"Anécique tête rouge";4;"Urbain";"sec";"difficile";15;"78700";"78";2,09605;48,9987
95352;"1";"Endogé";2;"Urbain";"sec";"difficile";15;"78700";"78";2,09605;48,9987
95352;"1";"Epigé";3;"Urbain";"sec";"difficile";15;"78700";"78";2,09605;48,9987
95352;"2";"Anécique tête noire";6;"Urbain";"sec";"difficile";15;"78700";"78";2,09605;48,9987
95352;"2";"Anécique tête rouge";9;"Urbain";"sec";"difficile";15;"78700";"78";2,09605;48,9987
95352;"2";"Endogé";7;"Urbain";"sec";"difficile";15;"78700";"78";2,09605;48,9987
95352;"2";"Epigé";5;"Urbain";"sec";"difficile";15;"78700";"78";2,09605;48,9987
95352;"3";"Anécique tête noire";11;"Urbain";"sec";"difficile";15;"78700";"78";2,09605;48,9987
95352;"3";"Anécique tête rouge";0;"Urbain";"sec";"difficile";15;"78700";"78";2,09605;48,9987
95352;"3";"Endogé";13;"Urbain";"sec";"difficile";15;"78700";"78";2,09605;48,9987
95352;"3";"Epigé";11;"Urbain";"sec";"difficile";15;"78700";"78";2,09605;48,9987
95357;"1";"Anécique tête noire";2;"Urbain";"humide";"facile";6;"78130";"78";1,92129;48,9832
95357;"1";"Anécique tête rouge";9;"Urbain";"humide";"facile";6;"78130";"78";1,92129;48,9832
95357;"1";"Endogé";3;"Urbain";"humide";"facile";6;"78130";"78";1,92129;48,9832
95357;"1";"Epigé";9;"Urbain";"humide";"facile";6;"78130";"78";1,92129;48,9832
95357;"2";"Anécique tête noire";3;"Urbain";"humide";"facile";6;"78130";"78";1,92129;48,9832
95357;"2";"Anécique tête rouge";12;"Urbain";"humide";"facile";6;"78130";"78";1,92129;48,9832
95357;"2";"Endogé";2;"Urbain";"humide";"facile";6;"78130";"78";1,92129;48,9832
95357;"2";"Epigé";12;"Urbain";"humide";"facile";6;"78130";"78";1,92129;48,9832
95357;"3";"Anécique tête noire";6;"Urbain";"humide";"facile";6;"78130";"78";1,92129;48,9832
95357;"3";"Anécique tête rouge";0;"Urbain";"humide";"facile";6;"78130";"78";1,92129;48,9832
95357;"3";"Endogé";6;"Urbain";"humide";"facile";6;"78130";"78";1,92129;48,9832
95357;"3";"Epigé";0;"Urbain";"humide";"facile";6;"78130";"78";1,92129;48,9832
95372;"1";"Anécique tête noire";1;"Péri-urbain";"humide";"facile";8;"62130";"62";2,34427;50,3852
95372;"1";"Anécique tête rouge";4;"Péri-urbain";"humide";"facile";8;"62130";"62";2,34427;50,3852
95372;"1";"Endogé";3;"Péri-urbain";"humide";"facile";8;"62130";"62";2,34427;50,3852
95372;"1";"Epigé";3;"Péri-urbain";"humide";"facile";8;"62130";"62";2,34427;50,3852
95372;"2";"Anécique tête noire";4;"Péri-urbain";"humide";"facile";8;"62130";"62";2,34427;50,3852
95372;"2";"Anécique tête rouge";7;"Péri-urbain";"humide";"facile";8;"62130";"62";2,34427;50,3852
95372;"2";"Endogé";11;"Péri-urbain";"humide";"facile";8;"62130";"62";2,34427;50,3852
95372;"2";"Epigé";0;"Péri-urbain";"humide";"facile";8;"62130";"62";2,34427;50,3852
95372;"3";"Anécique tête noire";0;"Péri-urbain";"humide";"facile";8;"62130";"62";2,34427;50,3852
95372;"3";"Anécique tête rouge";0;"Péri-urbain";"humide";"facile";8;"62130";"62";2,34427;50,3852
95372;"3";"Endogé";21;"Péri-urbain";"humide";"facile";8;"62130";"62";2,34427;50,3852
95372;"3";"Epigé";0;"Péri-urbain";"humide";"facile";8;"62130";"62";2,34427;50,3852
95394;"1";"Anécique tête noire";1;"Urbain";"humide";"facile";7;"78700";"78";2,09574;48,9988
95394;"1";"Anécique tête rouge";1;"Urbain";"humide";"facile";7;"78700";"78";2,09574;48,9988
95394;"1";"Endogé";3;"Urbain";"humide";"facile";7;"78700";"78";2,09574;48,9988
95394;"1";"Epigé";0;"Urbain";"humide";"facile";7;"78700";"78";2,09574;48,9988
95394;"2";"Anécique tête noire";0;"Urbain";"humide";"facile";7;"78700";"78";2,09574;48,9988
95394;"2";"Anécique tête rouge";0;"Urbain";"humide";"facile";7;"78700";"78";2,09574;48,9988
95394;"2";"Endogé";0;"Urbain";"humide";"facile";7;"78700";"78";2,09574;48,9988
95394;"2";"Epigé";0;"Urbain";"humide";"facile";7;"78700";"78";2,09574;48,9988
95394;"3";"Anécique tête noire";0;"Urbain";"humide";"facile";7;"78700";"78";2,09574;48,9988
95394;"3";"Anécique tête rouge";0;"Urbain";"humide";"facile";7;"78700";"78";2,09574;48,9988
95394;"3";"Endogé";0;"Urbain";"humide";"facile";7;"78700";"78";2,09574;48,9988
95394;"3";"Epigé";0;"Urbain";"humide";"facile";7;"78700";"78";2,09574;48,9988
95396;"1";"Anécique tête noire";5;"Urbain";"humide";"facile";10;"78700";"78";2,09522;48,9988
95396;"1";"Anécique tête rouge";2;"Urbain";"humide";"facile";10;"78700";"78";2,09522;48,9988
95396;"1";"Endogé";7;"Urbain";"humide";"facile";10;"78700";"78";2,09522;48,9988
95396;"1";"Epigé";0;"Urbain";"humide";"facile";10;"78700";"78";2,09522;48,9988
95396;"2";"Anécique tête noire";0;"Urbain";"humide";"facile";10;"78700";"78";2,09522;48,9988
95396;"2";"Anécique tête rouge";0;"Urbain";"humide";"facile";10;"78700";"78";2,09522;48,9988
95396;"2";"Endogé";0;"Urbain";"humide";"facile";10;"78700";"78";2,09522;48,9988
95396;"2";"Epigé";0;"Urbain";"humide";"facile";10;"78700";"78";2,09522;48,9988
95396;"3";"Anécique tête noire";0;"Urbain";"humide";"facile";10;"78700";"78";2,09522;48,9988
95396;"3";"Anécique tête rouge";0;"Urbain";"humide";"facile";10;"78700";"78";2,09522;48,9988
95396;"3";"Endogé";0;"Urbain";"humide";"facile";10;"78700";"78";2,09522;48,9988
95396;"3";"Epigé";0;"Urbain";"humide";"facile";10;"78700";"78";2,09522;48,9988
95404;"1";"Anécique tête noire";4;"Urbain";"humide";"peu_difficile";10;"78700";"78";2,09546;48,9991
95404;"1";"Anécique tête rouge";0;"Urbain";"humide";"peu_difficile";10;"78700";"78";2,09546;48,9991
95404;"1";"Endogé";1;"Urbain";"humide";"peu_difficile";10;"78700";"78";2,09546;48,9991
95404;"1";"Epigé";1;"Urbain";"humide";"peu_difficile";10;"78700";"78";2,09546;48,9991
95404;"2";"Anécique tête noire";0;"Urbain";"humide";"peu_difficile";10;"78700";"78";2,09546;48,9991
95404;"2";"Anécique tête rouge";0;"Urbain";"humide";"peu_difficile";10;"78700";"78";2,09546;48,9991
95404;"2";"Endogé";0;"Urbain";"humide";"peu_difficile";10;"78700";"78";2,09546;48,9991
95404;"2";"Epigé";0;"Urbain";"humide";"peu_difficile";10;"78700";"78";2,09546;48,9991
95404;"3";"Anécique tête noire";0;"Urbain";"humide";"peu_difficile";10;"78700";"78";2,09546;48,9991
95404;"3";"Anécique tête rouge";0;"Urbain";"humide";"peu_difficile";10;"78700";"78";2,09546;48,9991
95404;"3";"Endogé";0;"Urbain";"humide";"peu_difficile";10;"78700";"78";2,09546;48,9991
95404;"3";"Epigé";0;"Urbain";"humide";"peu_difficile";10;"78700";"78";2,09546;48,9991
95411;"1";"Anécique tête noire";6;"Urbain";"engorge";"tres_facile";10;"32800";"32";0,1;43,8667
95411;"1";"Anécique tête rouge";2;"Urbain";"engorge";"tres_facile";10;"32800";"32";0,1;43,8667
95411;"1";"Endogé";6;"Urbain";"engorge";"tres_facile";10;"32800";"32";0,1;43,8667
95411;"1";"Epigé";6;"Urbain";"engorge";"tres_facile";10;"32800";"32";0,1;43,8667
95411;"2";"Anécique tête noire";0;"Urbain";"engorge";"tres_facile";10;"32800";"32";0,1;43,8667
95411;"2";"Anécique tête rouge";0;"Urbain";"engorge";"tres_facile";10;"32800";"32";0,1;43,8667
95411;"2";"Endogé";0;"Urbain";"engorge";"tres_facile";10;"32800";"32";0,1;43,8667
95411;"2";"Epigé";0;"Urbain";"engorge";"tres_facile";10;"32800";"32";0,1;43,8667
95411;"3";"Anécique tête noire";0;"Urbain";"engorge";"tres_facile";10;"32800";"32";0,1;43,8667
95411;"3";"Anécique tête rouge";0;"Urbain";"engorge";"tres_facile";10;"32800";"32";0,1;43,8667
95411;"3";"Endogé";0;"Urbain";"engorge";"tres_facile";10;"32800";"32";0,1;43,8667
95411;"3";"Epigé";0;"Urbain";"engorge";"tres_facile";10;"32800";"32";0,1;43,8667
95412;"1";"Anécique tête noire";2;"Urbain";"humide";"facile";NA;"32800";"32";0,1;43,8667
95412;"1";"Anécique tête rouge";5;"Urbain";"humide";"facile";NA;"32800";"32";0,1;43,8667
95412;"1";"Endogé";4;"Urbain";"humide";"facile";NA;"32800";"32";0,1;43,8667
95412;"1";"Epigé";1;"Urbain";"humide";"facile";NA;"32800";"32";0,1;43,8667
95412;"2";"Anécique tête noire";0;"Urbain";"humide";"facile";NA;"32800";"32";0,1;43,8667
95412;"2";"Anécique tête rouge";0;"Urbain";"humide";"facile";NA;"32800";"32";0,1;43,8667
95412;"2";"Endogé";0;"Urbain";"humide";"facile";NA;"32800";"32";0,1;43,8667
95412;"2";"Epigé";0;"Urbain";"humide";"facile";NA;"32800";"32";0,1;43,8667
95412;"3";"Anécique tête noire";0;"Urbain";"humide";"facile";NA;"32800";"32";0,1;43,8667
95412;"3";"Anécique tête rouge";0;"Urbain";"humide";"facile";NA;"32800";"32";0,1;43,8667
95412;"3";"Endogé";0;"Urbain";"humide";"facile";NA;"32800";"32";0,1;43,8667
95412;"3";"Epigé";0;"Urbain";"humide";"facile";NA;"32800";"32";0,1;43,8667
95413;"1";"Anécique tête noire";1;"Urbain";"humide";"tres_facile";7;"32800";"32";0,1;43,8667
95413;"1";"Anécique tête rouge";2;"Urbain";"humide";"tres_facile";7;"32800";"32";0,1;43,8667
95413;"1";"Endogé";3;"Urbain";"humide";"tres_facile";7;"32800";"32";0,1;43,8667
95413;"1";"Epigé";4;"Urbain";"humide";"tres_facile";7;"32800";"32";0,1;43,8667
95413;"2";"Anécique tête noire";0;"Urbain";"humide";"tres_facile";7;"32800";"32";0,1;43,8667
95413;"2";"Anécique tête rouge";0;"Urbain";"humide";"tres_facile";7;"32800";"32";0,1;43,8667
95413;"2";"Endogé";0;"Urbain";"humide";"tres_facile";7;"32800";"32";0,1;43,8667
95413;"2";"Epigé";0;"Urbain";"humide";"tres_facile";7;"32800";"32";0,1;43,8667
95413;"3";"Anécique tête noire";0;"Urbain";"humide";"tres_facile";7;"32800";"32";0,1;43,8667
95413;"3";"Anécique tête rouge";0;"Urbain";"humide";"tres_facile";7;"32800";"32";0,1;43,8667
95413;"3";"Endogé";0;"Urbain";"humide";"tres_facile";7;"32800";"32";0,1;43,8667
95413;"3";"Epigé";0;"Urbain";"humide";"tres_facile";7;"32800";"32";0,1;43,8667
95414;"1";"Anécique tête noire";3;"Urbain";"humide";"peu_difficile";10;"32800";"32";0,1;43,8667
95414;"1";"Anécique tête rouge";4;"Urbain";"humide";"peu_difficile";10;"32800";"32";0,1;43,8667
95414;"1";"Endogé";3;"Urbain";"humide";"peu_difficile";10;"32800";"32";0,1;43,8667
95414;"1";"Epigé";16;"Urbain";"humide";"peu_difficile";10;"32800";"32";0,1;43,8667
95414;"2";"Anécique tête noire";0;"Urbain";"humide";"peu_difficile";10;"32800";"32";0,1;43,8667
95414;"2";"Anécique tête rouge";0;"Urbain";"humide";"peu_difficile";10;"32800";"32";0,1;43,8667
95414;"2";"Endogé";0;"Urbain";"humide";"peu_difficile";10;"32800";"32";0,1;43,8667
95414;"2";"Epigé";0;"Urbain";"humide";"peu_difficile";10;"32800";"32";0,1;43,8667
95414;"3";"Anécique tête noire";0;"Urbain";"humide";"peu_difficile";10;"32800";"32";0,1;43,8667
95414;"3";"Anécique tête rouge";0;"Urbain";"humide";"peu_difficile";10;"32800";"32";0,1;43,8667
95414;"3";"Endogé";0;"Urbain";"humide";"peu_difficile";10;"32800";"32";0,1;43,8667
95414;"3";"Epigé";0;"Urbain";"humide";"peu_difficile";10;"32800";"32";0,1;43,8667
95415;"1";"Anécique tête noire";1;"Urbain";"engorge";"tres_facile";6;"32800";"32";0,1;43,8667
